frame;id;AccelerationEgo;VelocityEgo;XPosition;YPosition;YawAngle
3990;1; 3.513648; 19.239910; 24.995744; 2.205066; 3.140893
4000;0;-0.012214; 8.188065; -7.147743; -6.692634; 0.457200
4000;1; -1.001363; 19.275030; 24.803348; 2.206037; 3.141056
4010;0;2.118672; 8.188940; -7.074982; -6.655081; 0.460788
4010;1; -1.587796; 19.265000; 24.610600; 2.206971; 3.141182
4020;0;2.315838; 8.211307; -7.002421; -6.617123; 0.464398
4020;1; -1.463628; 19.249103; 24.417952; 2.207864; 3.141328
4030;0;1.343015; 8.235058; -6.929889; -6.578630; 0.468022
4030;1; 3.507910; 19.234450; 24.225463; 2.208712; 3.141494
4040;0;-3.716195; 8.249501; -6.857258; -6.539819; 0.471755
4040;1; -0.915146; 19.269514; 24.033120; 2.209517; 3.141678
4050;0;3.045144; 8.213440; -6.784690; -6.500586; 0.475524
4050;1; -1.514116; 19.260348; 23.840426; 2.210285; 3.141824
4060;0;-2.804155; 8.244526; -6.712639; -6.461155; 0.479340
4060;1; -1.402960; 19.245188; 23.647824; 2.211016; 3.141990
4070;0;1.957177; 8.217508; -6.640429; -6.421370; 0.483265
4070;1; -3.498580; 19.231141; 23.455373; 2.211699; 3.142179
4080;0;2.362520; 8.238069; -6.568643; -6.381376; 0.487245
4080;1; -0.858552; 19.266111; 23.263063; 2.212335; 3.142391
4090;0;1.821452; 8.262253; -6.496854; -6.340966; 0.491102
4090;1; -1.441533; 19.257512; 23.070403; 2.212931; 3.142568
4100;0;2.379032; 8.281670; -6.424955; -6.300259; 0.495053
4100;1; -1.339350; 19.243082; 22.877829; 2.213493; 3.142762
4110;0;1.051225; 8.306027; -6.353109; -6.259067; 0.499044
4110;1; -3.503441; 19.229674; 22.685399; 2.214016; 3.142970
4120;0;-6.305722; 8.317502; -6.281156; -6.217573; 0.503123
4120;1; -0.842553; 19.264696; 22.493102; 2.214500; 3.143193
4130;0;-0.535968; 8.254835; -6.209287; -6.175706; 0.507185
4130;1; -1.428213; 19.256256; 22.300456; 2.214951; 3.143376
4140;0;2.595996; 8.250614; -6.138040; -6.134015; 0.511203
4140;1; -3.505353; 19.241957; 22.107894; 2.215363; 3.143579
4150;0;2.477422; 8.277246; -6.067061; -6.091952; 0.515168
4150;1; -1.007984; 19.276996; 21.915475; 2.215732; 3.143801
4160;0;-6.057296; 8.302974; -5.995987; -6.049529; 0.519257
4160;1; -1.590100; 19.266901; 21.722705; 2.216063; 3.143986
4170;0;3.371228; 8.242469; -5.924885; -6.006651; 0.523414
4170;1; -1.475895; 19.250983; 21.530036; 2.216354; 3.144193
4180;0;2.083418; 8.276636; -5.854320; -5.964055; 0.527620
4180;1; -3.504207; 19.236207; 21.337526; 2.216602; 3.144417
4190;0;-6.051961; 8.298020; -5.783573; -5.921100; 0.531939
4190;1; -0.927642; 19.271234; 21.145165; 2.216803; 3.144664
4200;0;3.255341; 8.237555; -5.712788; -5.877798; 0.536417
4200;1; -1.510108; 19.261941; 20.952452; 2.216963; 3.144875
4210;0;2.101617; 8.270533; -5.642537; -5.834779; 0.540917
4210;1; -1.394134; 19.246823; 20.759833; 2.217081; 3.145110
4220;0;-5.892185; 8.292206; -5.572155; -5.791345; 0.545571
4220;1; -3.501135; 19.232865; 20.567365; 2.217153; 3.145366
4230;0;3.329904; 8.233561; -5.501824; -5.747418; 0.550301
4230;1; -0.879054; 19.267861; 20.375036; 2.217182; 3.145639
4240;0;-5.951327; 8.267140; -5.432097; -5.703631; 0.554941
4240;1; -1.462177; 19.259053; 20.182357; 2.217172; 3.145875
4250;0;3.198960; 8.207796; -5.362211; -5.659466; 0.559666
4250;1; -3.501400; 19.244413; 19.989767; 2.217116; 3.146137
4260;0;-5.791221; 8.240042; -5.292921; -5.615469; 0.564296
4260;1; -1.039825; 19.279411; 19.797323; 2.217013; 3.146421
4270;0;-5.462096; 8.182262; -5.223530; -5.571031; 0.569075
4270;1; -1.630852; 19.268993; 19.604529; 2.216867; 3.146668
4280;0;3.131791; 8.127865; -5.154736; -5.526733; 0.573757
4280;1; -1.495492; 19.252663; 19.411839; 2.216672; 3.146944
4290;0;1.669531; 8.159360; -5.086620; -5.482389; 0.578138
4290;1; -3.498770; 19.237688; 19.219312; 2.216423; 3.147248
4300;0;1.707285; 8.176493; -5.018421; -5.437596; 0.582653
4300;1; -0.940022; 19.272658; 19.026936; 2.216122; 3.147575
4310;0;-5.551093; 8.194248; -4.950430; -5.392179; 0.587372
4310;1; -1.532802; 19.263238; 18.834209; 2.215776; 3.147866
4320;0;-5.327727; 8.139329; -4.882661; -5.346114; 0.592216
4320;1; -0.987979; 19.247887; 18.641578; 2.215381; 3.148184
4330;0;-4.871014; 8.086589; -4.815614; -5.299967; 0.597124
4330;1; -3.455480; 19.237988; 18.449099; 2.214930; 3.148530
4340;0;2.891193; 8.038475; -4.749236; -5.253781; 0.601767
4340;1; -0.249983; 19.272521; 18.256720; 2.214433; 3.148896
4350;0;-3.864392; 8.067905; -4.683506; -5.207507; 0.606112
4350;1; -1.530189; 19.270002; 18.063995; 2.213885; 3.149229
4360;0;-4.779389; 8.030421; -4.617749; -5.160761; 0.610636
4360;1; -3.493742; 19.254674; 17.871296; 2.213292; 3.149587
4370;0;2.974339; 7.983879; -4.552713; -5.113654; 0.615246
4370;1; -1.191658; 19.289589; 17.678751; 2.212641; 3.149972
4380;0;-3.914273; 8.014903; -4.488423; -5.066315; 0.619784
4380;1; -1.353866; 19.277646; 17.485856; 2.211937; 3.150321
4390;0;2.934128; 7.977582; -4.424214; -5.018345; 0.624334
4390;1; -1.620347; 19.264081; 17.293081; 2.211177; 3.150702
4400;0;-3.918461; 8.008579; -4.360724; -4.970042; 0.628998
4400;1; -3.497649; 19.247849; 17.100442; 2.210361; 3.151107
4410;0;3.058452; 7.971501; -4.297327; -4.921108; 0.633684
4410;1; -1.071601; 19.282800; 16.907966; 2.209485; 3.151536
4420;0;-3.576274; 8.003938; -4.234624; -4.871885; 0.638481
4420;1; -1.656564; 19.272060; 16.715140; 2.208555; 3.151927
4430;0;3.047712; 7.970655; -4.171991; -4.822051; 0.643303
4430;1; -3.507379; 19.255466; 16.522422; 2.207575; 3.152340
4440;0;2.143573; 8.003216; -4.110033; -4.771909; 0.648277
4440;1; -0.750915; 19.290513; 16.329870; 2.206542; 3.152770
4450;0;-4.378248; 8.026630; -4.048144; -4.721164; 0.653282
4450;1; -1.774990; 19.282977; 16.136968; 2.205456; 3.153156
4460;0;2.983686; 7.985119; -3.986376; -4.669907; 0.658366
4460;1; -1.685642; 19.265191; 15.944141; 2.204320; 3.153565
4470;0;2.047109; 8.016090; -3.925273; -4.618500; 0.663510
4470;1; -3.500158; 19.248300; 15.751493; 2.203121; 3.153999
4480;0;2.275706; 8.037651; -3.864101; -4.566696; 0.668767
4480;1; -1.072760; 19.283269; 15.559014; 2.201861; 3.154453
4490;0;2.161215; 8.062156; -3.802934; -4.514552; 0.674169
4490;1; -1.245491; 19.272509; 15.366186; 2.200541; 3.154864
4500;0;-6.502323; 8.084764; -3.741863; -4.461919; 0.679506
4500;1; -3.464067; 19.260020; 15.173466; 2.199167; 3.155298
4510;0;3.465142; 8.021080; -3.680787; -4.408947; 0.684957
4510;1; -1.246791; 19.294626; 14.980871; 2.197737; 3.155750
4520;0;2.151619; 8.056317; -3.620435; -4.356113; 0.690327
4520;1; -1.835608; 19.282119; 14.787931; 2.196247; 3.156158
4530;0;-5.343972; 8.078432; -3.559924; -4.302927; 0.695721
4530;1; -1.241945; 19.263718; 14.595116; 2.194695; 3.156592
4540;0;2.685634; 8.026520; -3.499368; -4.249455; 0.701195
4540;1; -3.459608; 19.251260; 14.402485; 2.193075; 3.157051
4550;0;2.183107; 8.055150; -3.439536; -4.195952; 0.706564
4550;1; -1.109704; 19.285816; 14.209980; 2.191396; 3.157525
4560;0;-5.817327; 8.077706; -3.379861; -4.141846; 0.711728
4560;1; -1.698964; 19.274678; 14.017130; 2.189652; 3.157955
4570;0;3.364598; 8.020644; -3.320173; -4.087420; 0.716965
4570;1; -3.493204; 19.257642; 13.824391; 2.187849; 3.158409
4580;0;-5.357792; 8.054805; -3.261161; -4.033099; 0.722063
4580;1; -1.202938; 19.292529; 13.631824; 2.185980; 3.158880
4590;0;3.200680; 8.002811; -3.202019; -3.978416; 0.727192
4590;1; -1.789129; 19.280452; 13.438908; 2.184042; 3.159309
4600;0;1.978422; 8.036206; -3.143651; -3.923665; 0.732320
4600;1; -1.207600; 19.262508; 13.246114; 2.182037; 3.159766
4610;0;2.357040; 8.056895; -3.085364; -3.868342; 0.737394
4610;1; -3.449437; 19.250385; 13.053500; 2.179962; 3.160244
4620;0;-5.065201; 8.081469; -3.027141; -3.812652; 0.742619
4620;1; -1.084537; 19.284829; 12.861008; 2.177824; 3.160737
4630;0;3.217494; 8.032308; -2.968986; -3.756535; 0.747826
4630;1; -1.255444; 19.273936; 12.668173; 2.175612; 3.161188
4640;0;-3.879372; 8.065074; -2.911557; -3.700378; 0.752963
4640;1; -3.450120; 19.261330; 12.475447; 2.173339; 3.161661
4650;0;-4.500952; 8.027657; -2.854040; -3.643842; 0.758142
4650;1; -1.242297; 19.295777; 12.282848; 2.170999; 3.162152
4660;0;3.166075; 7.984098; -2.797151; -3.587203; 0.763229
4660;1; -1.829190; 19.283300; 12.089905; 2.168585; 3.162598
4670;0;-1.964332; 8.016322; -2.740937; -3.530506; 0.768094
4670;1; -3.493402; 19.264947; 11.897088; 2.166103; 3.163069
4680;0;-1.253235; 7.998080; -2.684638; -3.473440; 0.772998
4680;1; -1.292467; 19.299824; 11.704456; 2.163548; 3.163559
4690;0;2.699641; 7.987042; -2.628835; -3.416142; 0.777840
4690;1; -1.877900; 19.286838; 11.511475; 2.160915; 3.164002
4700;0;1.243644; 8.014714; -2.573482; -3.358564; 0.782467
4700;1; -1.277702; 19.267994; 11.318626; 2.158210; 3.164474
4710;0;2.326526; 8.028833; -2.518104; -3.300625; 0.787171
4710;1; -3.448902; 19.255160; 11.125966; 2.155428; 3.164966
4720;0;2.506042; 8.052895; -2.463047; -3.242187; 0.791900
4720;1; -0.702771; 19.289588; 10.933435; 2.152580; 3.165470
4730;0;-4.418460; 8.078830; -2.408019; -3.183393; 0.796738
4730;1; -1.725493; 19.282503; 10.740562; 2.149652; 3.165928
4740;0;3.135993; 8.036006; -2.353036; -3.124201; 0.801554
4740;1; -3.482163; 19.265180; 10.547760; 2.146659; 3.166409
4750;0;-4.069353; 8.067976; -2.298699; -3.064996; 0.806286
4750;1; -0.845983; 19.299939; 10.355133; 2.143590; 3.166910
4760;0;3.075537; 8.028776; -2.244303; -3.005412; 0.811080
4760;1; -1.866537; 19.291419; 10.162159; 2.140441; 3.167359
4770;0;-3.449577; 8.060168; -2.190570; -2.945755; 0.815864
4770;1; -1.769309; 19.272681; 9.969272; 2.137226; 3.167832
4780;0;3.154483; 8.026999; -2.136794; -2.885715; 0.820713
4780;1; -3.482924; 19.254915; 9.776573; 2.133934; 3.168323
4790;0;-2.809280; 8.058898; -2.083602; -2.825600; 0.825493
4790;1; -1.125736; 19.289677; 9.584053; 2.130564; 3.168828
4800;0;2.653495; 8.031769; -2.030296; -2.765160; 0.830264
4800;1; -1.297752; 19.278352; 9.391187; 2.127111; 3.169282
4810;0;-2.852320; 8.059305; -1.977462; -2.704666; 0.834880
4810;1; -3.441955; 19.265304; 9.198436; 2.123588; 3.169760
4820;0;3.190751; 8.031651; -1.924745; -2.643705; 0.839220
4820;1; -1.284958; 19.299650; 9.005817; 2.119991; 3.170255
4830;0;2.427316; 8.063689; -1.872474; -2.582726; 0.843363
4830;1; -1.451017; 19.286724; 8.812855; 2.116307; 3.170701
4840;0;2.568133; 8.088049; -1.820035; -2.521469; 0.847456
4840;1; -3.446553; 19.272135; 8.620025; 2.112545; 3.171177
4850;0;2.518190; 8.114173; -1.767469; -2.460000; 0.851533
4850;1; -0.950034; 19.306522; 8.427342; 2.108702; 3.171674
4860;0;2.529038; 8.139406; -1.714925; -2.398168; 0.855416
4860;1; -1.991407; 19.296944; 8.234317; 2.104767; 3.172126
4870;0;2.528490; 8.164729; -1.662242; -2.336124; 0.859249
4870;1; -1.448173; 19.276934; 8.041389; 2.100752; 3.172611
4880;0;-6.042832; 8.190034; -1.609416; -2.273869; 0.863051
4880;1; -3.434943; 19.262365; 7.848663; 2.096641; 3.173128
4890;0;3.615689; 8.129611; -1.556445; -2.211405; 0.866819
4890;1; -1.282990; 19.296626; 7.656085; 2.092442; 3.173671
4900;0;2.389537; 8.165773; -1.503874; -2.149394; 0.870542
4900;1; -1.455692; 19.283699; 7.463167; 2.088140; 3.174175
4910;0;1.392751; 8.189663; -1.451102; -2.087080; 0.874216
4910;1; -3.420925; 19.269044; 7.270380; 2.083741; 3.174727
4920;0;2.668410; 8.203468; -1.398189; -2.024571; 0.877843
4920;1; -0.955712; 19.303152; 7.077742; 2.079242; 3.175316
4930;0;0.158635; 8.230138; -1.345424; -1.961758; 0.881189
4930;1; -2.049135; 19.293489; 6.884766; 2.074627; 3.175876
4940;0;-5.763943; 8.231513; -1.292507; -1.898724; 0.884454
4940;1; -3.437101; 19.272870; 6.691889; 2.069904; 3.176497
4950;0;1.233837; 8.173685; -1.239816; -1.835482; 0.887443
4950;1; -1.572140; 19.307121; 6.499221; 2.065052; 3.177180
4960;0;2.690773; 8.185805; -1.187716; -1.772502; 0.890218
4960;1; -1.772393; 19.291254; 6.306215; 2.060061; 3.177848
4970;0;2.353145; 8.212696; -1.135860; -1.709164; 0.892642
4970;1; -3.362244; 19.273382; 6.113371; 2.054920; 3.178613
4980;0;1.337888; 8.236086; -1.083859; -1.645597; 0.894992
4980;1; -1.243410; 19.306845; 5.920710; 2.049623; 3.179469
4990;0;2.676094; 8.249332; -1.031892; -1.581702; 0.897153
4990;1; -2.492222; 19.294213; 5.727719; 2.044140; 3.180349
5000;0;-0.315112; 8.276064; -0.980026; -1.517552; 0.899130
5000;1; -1.948828; 19.269068; 5.534861; 2.038437; 3.181397
5010;0;-1.858110; 8.272790; -0.928031; -1.453164; 0.901077
5010;1; -3.075878; 19.249342; 5.342263; 2.032484; 3.182628
5020;0;2.999054; 8.254056; -0.876204; -1.388682; 0.902936
5020;1; -1.044576; 19.279796; 5.149870; 2.026245; 3.184074
5030;0;0.000000; 6.152344; -0.824705; -1.324179; 0.904717
5030;1; -0.000000; 4.767062; 4.957187; 2.019593; 3.185745
5040;0;0.239343; 6.152344; -0.870687; -1.283304; 0.952122
5040;1; -0.912183; 4.767062; 4.920623; 2.050179; 3.118320
5050;0;-0.167434; 6.142672; -0.916669; -1.242429; 0.999527
5050;1; -0.622557; 4.768442; 4.884058; 2.080766; 3.050896
5060;0;-0.482573; 6.123000; -0.962556; -1.201593; 1.046473
5060;1; -0.835680; 4.763733; 4.847588; 2.111486; 2.984165
5070;0;-0.502811; 6.103310; -1.008287; -1.160876; 1.092939
5070;1; -0.834633; 4.756492; 4.811181; 2.142208; 2.918124
5080;0;-0.517266; 6.084485; -1.053877; -1.120298; 1.138927
5080;1; -0.816801; 4.749294; 4.774856; 2.172914; 2.852776
5090;0;-0.556493; 6.066416; -1.099328; -1.079847; 1.184438
5090;1; -0.858692; 4.742069; 4.738613; 2.203607; 2.788119
5100;0;-0.618719; 6.049316; -1.144644; -1.039516; 1.229464
5100;1; -0.840132; 4.734285; 4.702450; 2.234282; 2.724155
5110;0;-0.739493; 6.033385; -1.189832; -0.999297; 1.274003
5110;1; -1.740265; 4.726549; 4.666371; 2.264936; 2.660880
5120;0;-1.631926; 6.018516; -1.234901; -0.959186; 1.318045
5120;1; -1.769593; 4.710005; 4.630373; 2.295566; 2.598298
5130;0;-1.821077; 6.000855; -1.279868; -0.919183; 1.361588
5130;1; -1.746918; 4.693269; 4.594538; 2.326132; 2.536350
5140;0;-1.844739; 5.984640; -1.324765; -0.879368; 1.404656
5140;1; -1.737768; 4.676384; 4.558878; 2.356644; 2.475034
5150;0;-1.866268; 5.968849; -1.369618; -0.839747; 1.447248
5150;1; -1.730506; 4.659235; 4.523388; 2.387096; 2.414349
5160;0;-2.746029; 5.952847; -1.414432; -0.800320; 1.489366
5160;1; -1.722981; 4.641849; 4.488066; 2.417480; 2.354295
5170;0;-2.800829; 5.931795; -1.459202; -0.761087; 1.531006
5170;1; -1.715649; 4.624265; 4.452907; 2.447787; 2.294871
5180;0;-2.786342; 5.911445; -1.503936; -0.722132; 1.572209
5180;1; -1.708736; 4.606522; 4.417907; 2.478009; 2.236077
5190;0;-2.780639; 5.890968; -1.548645; -0.683459; 1.612972
5190;1; -1.702295; 4.588651; 4.383062; 2.508140; 2.177914
5200;0;-2.776872; 5.870122; -1.593324; -0.645064; 1.653295
5200;1; -1.741994; 4.570686; 4.348369; 2.538172; 2.120380
5210;0;-2.801985; 5.848908; -1.637965; -0.606946; 1.693174
5210;1; -1.690461; 4.552197; 4.313821; 2.568098; 2.063475
5220;0;-2.833799; 5.827080; -1.682561; -0.569102; 1.732608
5220;1; -1.683991; 4.534096; 4.279417; 2.597908; 2.007195
5230;0;-2.856018; 5.804614; -1.727106; -0.531535; 1.771596
5230;1; -1.674530; 4.516044; 4.245150; 2.627599; 1.951544
5240;0;-2.869870; 5.781608; -1.771589; -0.494245; 1.810139
5240;1; -1.661311; 4.498062; 4.211014; 2.657166; 1.896520
5250;0;-2.877367; 5.758134; -1.816005; -0.457232; 1.848236
5250;1; -1.647355; 4.480214; 4.177003; 2.686603; 1.842123
5260;0;-2.879928; 5.734249; -1.860346; -0.420497; 1.885886
5260;1; -0.669913; 4.462542; 4.143111; 2.715904; 1.788352
5270;0;-2.878656; 5.710003; -1.904605; -0.384037; 1.923089
5270;1; -0.717635; 4.453102; 4.109332; 2.745066; 1.735209
5280;0;-2.874441; 5.685439; -1.948776; -0.347852; 1.959843
5280;1; -0.713310; 4.444646; 4.075634; 2.774177; 1.682751
5290;0;-2.868012; 5.660592; -1.992851; -0.311938; 1.996147
5290;1; -0.708954; 4.436017; 4.041993; 2.803224; 1.630979
5300;0;-2.859961; 5.635494; -2.036824; -0.276293; 2.031999
5300;1; -0.707710; 4.427317; 4.008409; 2.832207; 1.579892
5310;0;-2.850766; 5.610169; -2.080690; -0.240915; 2.067398
5310;1; -0.706377; 4.418519; 3.974883; 2.861121; 1.529491
5320;0;-2.840806; 5.584639; -2.124443; -0.205799; 2.102343
5320;1; -0.710524; 4.409618; 3.941411; 2.889966; 1.479774
5330;0;-2.830380; 5.558922; -2.168077; -0.170943; 2.136831
5330;1; -0.725595; 4.400592; 3.907995; 2.918738; 1.430738
5340;0;-2.819722; 5.533033; -2.211585; -0.136343; 2.170862
5340;1; -0.705626; 4.391397; 3.874632; 2.947433; 1.382384
5350;0;-2.809018; 5.506985; -2.254964; -0.101996; 2.204434
5350;1; -0.614874; 4.382155; 3.841320; 2.976048; 1.334709
5360;0;-2.798416; 5.480789; -2.298208; -0.067899; 2.237545
5360;1; -0.505938; 4.373115; 3.808061; 3.004581; 1.287715
5370;0;-2.788043; 5.454456; -2.341312; -0.034047; 2.270195
5370;1; -0.378687; 4.364299; 3.774855; 3.033038; 1.241403
5380;0;-2.778010; 5.427992; -2.384272; -0.000437; 2.302381
5380;1; -0.231979; 4.355531; 3.741706; 3.061425; 1.195775
5390;0;-2.768415; 5.401404; -2.427082; 0.032934; 2.334103
5390;1; -0.071155; 4.346550; 3.708620; 3.089751; 1.150834
5400;0;-2.759348; 5.374698; -2.469738; 0.066070; 2.365360
5400;1; 0.094595; 4.337007; 3.675607; 3.118024; 1.106578
5410;0;-2.769196; 5.347877; -2.512235; 0.098974; 2.396150
5410;1; 0.254116; 4.326485; 3.642679; 3.146251; 1.063003
5420;0;-2.781206; 5.320764; -2.554571; 0.131649; 2.426474
5420;1; 0.397390; 4.314576; 3.609855; 3.174436; 1.020103
5430;0;-2.794298; 5.293345; -2.596738; 0.164098; 2.456330
5430;1; 0.518329; 4.300956; 3.577153; 3.202582; 0.977868
5440;0;-2.808864; 5.265609; -2.638734; 0.196321; 2.485721
5440;1; 0.615473; 4.285447; 3.544596; 3.230686; 0.936282
5450;0;-2.824999; 5.237543; -2.680552; 0.228320; 2.514646
5450;1; 0.690776; 4.268022; 3.512203; 3.258743; 0.895330
5460;0;-2.842753; 5.209129; -2.722187; 0.260095; 2.543108
5460;1; 0.747840; 4.248774; 3.479990; 3.286742; 0.854998
5470;0;-2.862170; 5.180350; -2.763636; 0.291648; 2.571107
5470;1; 0.790537; -4.227876; 3.447974; 3.314673; 0.815269
5480;0;-2.883286; 5.151186; -2.804892; 0.322977; 2.598645
5480;1; 0.822294; -4.205543; 3.416164; 3.342523; 0.776129
5490;0;-2.906137; 5.121615; -2.845950; 0.354084; 2.625725
5490;1; 0.845841; -4.181999; 3.384569; 3.370280; 0.737568
5500;0;-2.938097; 5.091613; -2.886806; 0.384969; 2.652347
5500;1; 0.863228; -4.157469; 3.353194; 3.397930; 0.699576
5510;0;-2.973114; 5.061087; -2.927455; 0.415632; 2.678516
5510;1; 0.875949; -4.132168; 3.322041; 3.425461; 0.662144
5520;0;-3.009722; 5.029996; -2.967889; 0.446071; 2.704235
5520;1; 0.885101; -4.106303; 3.291111; 3.452862; 0.625267
5530;0;-3.048025; 4.998312; -3.008103; 0.476285; 2.729507
5530;1; 0.891542; -4.080069; 3.260402; 3.480122; 0.588940
5540;0;-3.088035; 4.966008; -3.048090; 0.506274; 2.754336
5540;1; 0.896069; -4.053658; 3.229910; 3.507231; 0.553162
5550;0;-3.129713; 4.933051; -3.087844; 0.536036; 2.778729
5550;1; 0.899621; -4.027258; 3.199631; 3.534183; 0.517931
5560;0;-3.172988; 4.899407; -3.127358; 0.565568; 2.802689
5560;1; 0.903572; -4.001056; 3.169559; 3.560970; 0.483248
5570;0;-3.217739; 4.865042; -3.166625; 0.594868; 2.826224
5570;1; 0.910173; -3.975245; 3.139687; 3.587588; 0.449114
5580;0;-3.263784; 4.829917; -3.205639; 0.623933; 2.849339
5580;1; 0.923307; -3.950024; 3.110007; 3.614034; 0.415534
5590;0;-3.310858; 4.793994; -3.244392; 0.652761; 2.872041
5590;1; 0.949706; -3.925595; 3.080511; 3.640307; 0.382511
5600;0;-3.358593; 4.757231; -3.282876; 0.681347; 2.894339
5600;1; 1.000774; -3.902148; 3.051192; 3.666410; 0.350053
5610;0;-3.406495; 4.719589; -3.321085; 0.709688; 2.916240
5610;1; 1.094376; -3.879834; 3.022040; 3.692350; 0.318167
5620;0;-3.453921; 4.681026; -3.359011; 0.737779; 2.937755
5620;1; 0.656072; -3.858677; 2.993051; 3.718137; 0.286863
5630;0;-3.500064; 4.641505; -3.396645; 0.765615; 2.958892
5630;1; 1.005042; -3.830222; 2.964223; 3.743785; 0.256148
5640;0;-3.543955; 4.600991; -3.433981; 0.793191; 2.979664
5640;1; 4.067864; -3.799962; 2.935541; 3.769170; 0.225934
5650;0;-3.584490; 4.559455; -3.471010; 0.820499; 3.000081
5650;1; 4.335264; -3.755929; 2.907031; 3.794293; 0.196226
5660;0;-3.620483; 4.516876; -3.507724; 0.847535; 3.020157
5660;1; 3.073634; -3.713689; 2.878974; 3.819263; 0.166862
5670;0;-3.650760; 4.473244; -3.544117; 0.874289; 3.039904
5670;1; 2.995789; -3.689660; 2.851382; 3.844119; 0.137802
5680;0;-3.674276; 4.428563; -3.580180; 0.900755; 3.059336
5680;1; 3.180474; -3.665208; 2.824103; 3.868963; 0.109252
5690;0;-3.690224; 4.382847; -3.615906; 0.926925; 3.078467
5690;1; 3.313728; -3.638809; 2.797130; 3.893780; 0.081210
5700;0;-3.698141; 4.336127; -3.651289; 0.952790; 3.097313
5700;1; 3.414074; -3.611163; 2.770482; 3.918558; 0.053662
5710;0;-3.697944; 4.288446; -3.686322; 0.978342; 3.115888
5710;1; 3.492723; -3.582469; 2.744170; 3.943291; 0.026599
5720;0;-3.689929; 4.239856; -3.720998; 1.003573; 3.134206
5720;1; 3.554886; -3.552859; 2.718202; 3.967971; 0.000013
5730;0;-3.674709; 4.190419; -3.755314; 1.028474; 3.152282
5730;1; 3.604321; -3.522455; 2.692586; 3.992590; -0.026103
5740;0;-3.653114; 4.140200; -3.789262; 1.053039; 3.170130
5740;1; 3.644018; -3.491367; 2.667325; 4.017139; -0.051753
5750;0;-3.626098; 4.089264; -3.822840; 1.077261; 3.187762
5750;1; 3.676309; -3.459683; 2.642423; 4.041610; -0.076940
5760;0;-3.594638; 4.037678; -3.856042; 1.101132; 3.205192
5760;1; 3.702993; -3.427479; 2.617881; 4.065995; -0.101667
5770;0;-3.559669; 3.985502; -3.888865; 1.124647; 3.222431
5770;1; 3.725459; -3.394814; 2.593700; 4.090286; -0.125934
5780;0;-3.522035; 3.932794; -3.921305; 1.147800; 3.239489
5780;1; 3.744782; -3.361734; 2.569882; 4.114476; -0.149743
5790;0;-3.482464; 3.879606; -3.953357; 1.170589; 3.256378
5790;1; 3.761794; -3.328276; 2.546425; 4.138557; -0.173094
5800;0;-3.441567; 3.825985; -3.985020; 1.193008; 3.273106
5800;1; 3.777137; -3.294468; 2.523329; 4.162522; -0.195988
5810;0;-3.399837; 3.771973; -4.016289; 1.215054; 3.289682
5810;1; 3.791303; -3.260332; 2.500594; 4.186365; -0.218423
5820;0;-3.357662; 3.717607; -4.047162; 1.236726; 3.306113
5820;1; 3.804676; -3.225885; 2.478218; 4.210078; -0.240402
5830;0;-3.315341; 3.662921; -4.077634; 1.258021; 3.322407
5830;1; 3.817556; -3.191139; 2.456201; 4.233654; -0.261922
5840;0;-3.273093; 3.607944; -4.107704; 1.278939; 3.338570
5840;1; 3.830194; -3.156105; 2.434540; 4.257088; -0.282984
5850;0;-3.231077; 3.552702; -4.137367; 1.299477; 3.354608
5850;1; 3.842804; -3.120789; 2.413234; 4.280372; -0.303588
5860;0;-3.189394; 3.497218; -4.166620; 1.319636; 3.370527
5860;1; 3.855575; -3.085196; 2.392282; 4.303501; -0.323734
5870;0;-3.148104; 3.441515; -4.195461; 1.339416; 3.386332
5870;1; 3.868676; -3.049329; 2.371681; 4.326468; -0.343421
5880;0;-3.107225; 3.385611; -4.223887; 1.358817; 3.402027
5880;1; 3.882253; -3.013189; 2.351431; 4.349267; -0.362649
5890;0;-3.066742; 3.329523; -4.251893; 1.377841; 3.417616
5890;1; 3.896430; -2.976774; 2.331530; 4.371891; -0.381420
5900;0;-3.026604; 3.273268; -4.279477; 1.396487; 3.433103
5900;1; 3.911312; -2.940081; 2.311975; 4.394335; -0.399733
5910;0;-2.986730; 3.216861; -4.306637; 1.414757; 3.448492
5910;1; 3.926985; -2.903106; 2.292766; 4.416593; -0.417588
5920;0;-2.951369; 3.160317; -4.333367; 1.432653; 3.463786
5920;1; 3.943519; -2.865846; 2.273899; 4.438658; -0.434986
5930;0;-2.916355; 3.103631; -4.359667; 1.450177; 3.478988
5930;1; 3.960977; -2.828294; 2.255375; 4.460524; -0.451929
5940;0;-2.880890; 3.046817; -4.385532; 1.467331; 3.494100
5940;1; 3.979415; -2.790443; 2.237189; 4.482186; -0.468416
5950;0;-2.844713; 2.989889; -4.410959; 1.484117; 3.509125
5950;1; 3.998886; -2.752287; 2.219342; 4.503636; -0.484449
5960;0;-2.807475; 2.932862; -4.435945; 1.500539; 3.524064
5960;1; 4.019435; -2.713817; 2.201831; 4.524870; -0.500029
5970;0;-2.768721; 2.875751; -4.460486; 1.516598; 3.538919
5970;1; 4.041101; -2.675025; 2.184655; 4.545881; -0.515159
5980;0;-2.727848; 2.818572; -4.484580; 1.532297; 3.553693
5980;1; 4.063912; -2.635902; 2.167811; 4.566662; -0.529838
5990;0;-2.684035; 2.761342; -4.508224; 1.547639; 3.568385
